,fig_num,quantity,name_mfig,num_parts_mfig,id,set_num,name_set,year,theme_id
10139,fig-006291,1,Evo with Datapad,11,8114,44015-1,EVO Walker,2014,400
10140,fig-006291,1,Evo with Datapad,11,15488,44022-1,EVO XL Machine,2014,400
10141,fig-009727,1,"Volcano Explorer, Woman, Olive Green Jumpsuit with Straps, White Hard Hat with Visor, Breathing Apparatus, Airtanks",7,15030,60121-1,Volcano Exploration Truck,2016,52
10142,fig-009733,1,"Volcano Explorer, Man, Olive Green Shirt, Sand Blue Legs, Dark Tan Cap, Beard",4,15030,60121-1,Volcano Exploration Truck,2016,52
10143,fig-001231,1,"Racer, Extreme Team, Black Jacket, Green Legs, Green Helmet with Visor, Yellow Life Vest, Blue Sunglasses",6,7665,1295-1,Water Rider,2000,598
10144,fig-009280,1,"Chef, Red Neckerchief, Black Legs, Glasses",4,7667,60050-1,Train Station,2014,66
10145,fig-009281,1,"Man, Open Dark Blue Jacket, Sand Blue Legs, Dark Orange Hair",4,7667,60050-1,Train Station,2014,66
10146,fig-009282,1,"Train Conductor, Dark Blue Suit with Tie and Train Logo, Dark Red Hat",4,7667,60050-1,Train Station,2014,66
10147,fig-009283,1,"Man, Green V-Neck Sweater, Blue Legs, Black Hair",4,7667,60050-1,Train Station,2014,66
10148,fig-009284,1,"Woman, Cardigan Tied with Bow and Necklace, White Legs, Dark Brown Hair",4,7667,60050-1,Train Station,2014,66
10149,fig-000221,1,"Man, Blue Overalls, Red Cap (3626a Head)",4,7672,1525-1,Container Lorry,1986,67
10150,fig-000221,1,"Man, Blue Overalls, Red Cap (3626a Head)",4,10237,1572-1,Super Tow Truck,1986,67
10151,fig-005204,2,"Uruk-Hai  - Helmet, Armour",5,7684,9471-1,Uruk-hai Army,2012,566
10152,fig-005205,1,Uruk-Hai  - Helmet,4,7684,9471-1,Uruk-hai Army,2012,566
10153,fig-005276,1,Uruk-Hai,4,7684,9471-1,Uruk-hai Army,2012,566
10154,fig-005277,1,Rohan Soldier,5,7684,9471-1,Uruk-hai Army,2012,566
10155,fig-005278,1,Eomer,5,7684,9471-1,Uruk-hai Army,2012,566
10156,fig-005204,1,"Uruk-Hai  - Helmet, Armour",5,9164,30211-1,Uruk Hai with Ballista,2012,566
10157,fig-000028,1,"Hulk, Dark Purple Pants, Printed",4,7686,5000022-1,Hulk,2012,696
10158,fig-002289,1,Space Police III - Snake,4,7688,8400-1,Space Speeder,2009,141
10159,fig-001146,1,Sleepyhead (CMF),4,7692,8827-3,Sleepyhead,2012,541
10160,fig-001520,1,Race Driver - Ferrari,5,7712,8362-1,Ferrari F1 Racer 1:24,2004,114
10161,fig-000547,1,"Man, Green Jacket, White Legs, Black Hair",4,7719,4810-1,Blue Creator Bucket,2001,674
10162,fig-000547,1,"Man, Green Jacket, White Legs, Black Hair",4,11296,4285-1,Small Bucket,1999,470
10163,fig-001354,1,Azari Firedancer,4,7729,41075-1,The Elves’ Treetop Hideaway,2015,600
10164,fig-001359,1,Farran Leafshade with Dark Green Legs,4,7729,41075-1,The Elves’ Treetop Hideaway,2015,600
10165,fig-003472,1,Emily Jones with Striped Shirt,4,7729,41075-1,The Elves’ Treetop Hideaway,2015,600
10166,fig-001354,1,Azari Firedancer,4,22770,41075-1,The Elves’ Treetop Hideaway,2015,600
10167,fig-001359,1,Farran Leafshade with Dark Green Legs,4,22770,41075-1,The Elves’ Treetop Hideaway,2015,600
10168,fig-003472,1,Emily Jones with Striped Shirt,4,22770,41075-1,The Elves’ Treetop Hideaway,2015,600
10169,fig-001354,1,Azari Firedancer,4,9461,41074-1,Azari and the Magical Bakery,2015,600
10170,fig-003473,1,Johnny Baker,4,9461,41074-1,Azari and the Magical Bakery,2015,600
10171,fig-001354,1,Azari Firedancer,4,10039,30259-1,Azari’s Magic Fire,2015,600
10172,fig-001359,1,Farran Leafshade with Dark Green Legs,4,11764,41076-1,Farran and the Crystal Hollow,2015,600
10173,fig-004759,1,Soldier (Imperial Soldier) - Backpack,6,7746,6259-1,Broadside's Brig,1991,148
10174,fig-004761,1,Soldier (Imperial Soldier) - Yellow Epaulettes,5,7746,6259-1,Broadside's Brig,1991,148
10175,fig-005111,1,"Pirate - Blue Stripes, Light Gray Legs, Red Bandana, 3626a",4,7746,6259-1,Broadside's Brig,1991,148
10176,fig-004759,2,Soldier (Imperial Soldier) - Backpack,6,8232,6265-1,Sabre Island,1989,148
10177,fig-004761,1,Soldier (Imperial Soldier) - Yellow Epaulettes,5,8232,6265-1,Sabre Island,1989,148
10178,fig-004759,2,Soldier (Imperial Soldier) - Backpack,6,96070,6265-1,Sabre Island,1989,148
10179,fig-004761,1,Soldier (Imperial Soldier) - Yellow Epaulettes,5,96070,6265-1,Sabre Island,1989,148
10180,fig-004759,2,Soldier (Imperial Soldier) - Backpack,6,131738,6265-1,Sabre Island,1989,148
10181,fig-004761,1,Soldier (Imperial Soldier) - Yellow Epaulettes,5,131738,6265-1,Sabre Island,1989,148
10182,fig-004759,1,Soldier (Imperial Soldier) - Backpack,6,10998,6273-1,Rock Island Refuge,1991,148
10183,fig-004761,1,Soldier (Imperial Soldier) - Yellow Epaulettes,5,10998,6273-1,Rock Island Refuge,1991,148
10184,fig-005118,1,"Pirate - Blue Stripes, White Legs, Blue Bandana",4,10998,6273-1,Rock Island Refuge,1991,148
10185,fig-005158,1,"Pirate - Red Stripes, White Legs, Red Bandana, 3626a",4,10998,6273-1,Rock Island Refuge,1991,148
10186,fig-005267,1,"Pirate - Captain, Light Gray Hook, Bicorne with Skull, 3626a",5,10998,6273-1,Rock Island Refuge,1991,148
10187,fig-005514,1,"Pirate - Blue Jacket, Light Gray Legs, Brown Tricorne (3626a Head)",4,10998,6273-1,Rock Island Refuge,1991,148
10188,fig-005534,1,"Pirate - Female, White Legs, Red Bandana",4,10998,6273-1,Rock Island Refuge,1991,148
10189,fig-004759,4,Soldier (Imperial Soldier) - Backpack,6,13446,6276-1,Eldorado Fortress,1989,148
10190,fig-004761,1,Soldier (Imperial Soldier) - Yellow Epaulettes,5,13446,6276-1,Eldorado Fortress,1989,148
10191,fig-005267,1,"Pirate - Captain, Light Gray Hook, Bicorne with Skull, 3626a",5,13446,6276-1,Eldorado Fortress,1989,148
10192,fig-000383,1,"Pirate - Red Stripes, Blue Legs, Red Bandana, 3626a",4,13446,6276-1,Eldorado Fortress,1989,148
10193,fig-004760,1,"Soldier (Imperial Soldier) - Governor, Red Plume",6,13446,6276-1,Eldorado Fortress,1989,148
10194,fig-004759,4,Soldier (Imperial Soldier) - Backpack,6,30125,6276-1,Eldorado Fortress,1989,148
10195,fig-004761,1,Soldier (Imperial Soldier) - Yellow Epaulettes,5,30125,6276-1,Eldorado Fortress,1989,148
10196,fig-005267,1,"Pirate - Captain, Light Gray Hook, Bicorne with Skull, 3626a",5,30125,6276-1,Eldorado Fortress,1989,148
10197,fig-000383,1,"Pirate - Red Stripes, Blue Legs, Red Bandana, 3626a",4,30125,6276-1,Eldorado Fortress,1989,148
10198,fig-004760,1,"Soldier (Imperial Soldier) - Governor, Red Plume",6,30125,6276-1,Eldorado Fortress,1989,148
10199,fig-004759,4,Soldier (Imperial Soldier) - Backpack,6,96073,6276-1,Eldorado Fortress,1989,148
10200,fig-004761,1,Soldier (Imperial Soldier) - Yellow Epaulettes,5,96073,6276-1,Eldorado Fortress,1989,148
10201,fig-005267,1,"Pirate - Captain, Light Gray Hook, Bicorne with Skull, 3626a",5,96073,6276-1,Eldorado Fortress,1989,148
10202,fig-000383,1,"Pirate - Red Stripes, Blue Legs, Red Bandana, 3626a",4,96073,6276-1,Eldorado Fortress,1989,148
10203,fig-004760,1,"Soldier (Imperial Soldier) - Governor, Red Plume",6,96073,6276-1,Eldorado Fortress,1989,148
10204,fig-004759,1,Soldier (Imperial Soldier) - Backpack,6,13743,6251-1,Pirate Mini Figures,1989,148
10205,fig-004761,1,Soldier (Imperial Soldier) - Yellow Epaulettes,5,13743,6251-1,Pirate Mini Figures,1989,148
10206,fig-005267,1,"Pirate - Captain, Light Gray Hook, Bicorne with Skull, 3626a",5,13743,6251-1,Pirate Mini Figures,1989,148
10207,fig-000383,1,"Pirate - Red Stripes, Blue Legs, Red Bandana, 3626a",4,13743,6251-1,Pirate Mini Figures,1989,148
10208,fig-005532,1,"Pirate - Female, White Legs, Blue Bandana, 3626a",4,13743,6251-1,Pirate Mini Figures,1989,148
10209,fig-004759,2,Soldier (Imperial Soldier) - Backpack,6,14187,6267-1,Lagoon Lock-Up,1991,148
10210,fig-004761,1,Soldier (Imperial Soldier) - Yellow Epaulettes,5,14187,6267-1,Lagoon Lock-Up,1991,148
10211,fig-005267,1,"Pirate - Captain, Light Gray Hook, Bicorne with Skull, 3626a",5,14187,6267-1,Lagoon Lock-Up,1991,148
10212,fig-005154,1,"Pirate - Red Stripes, Red Legs, Red Bandana",4,14187,6267-1,Lagoon Lock-Up,1991,148
10213,fig-004759,2,Soldier (Imperial Soldier) - Backpack,6,30122,6267-1,Lagoon Lock-Up,1991,148
10214,fig-004761,1,Soldier (Imperial Soldier) - Yellow Epaulettes,5,30122,6267-1,Lagoon Lock-Up,1991,148
10215,fig-005267,1,"Pirate - Captain, Light Gray Hook, Bicorne with Skull, 3626a",5,30122,6267-1,Lagoon Lock-Up,1991,148
10216,fig-005154,1,"Pirate - Red Stripes, Red Legs, Red Bandana",4,30122,6267-1,Lagoon Lock-Up,1991,148
10217,fig-009227,1,"Crew Member - Blue Torso, Blue Legs, Blue Cap",4,7748,10231-1,Shuttle Expedition,2011,673
10218,fig-009228,1,"Astronaut - White Torso and Legs, Gold Visor, Female, Smile",5,7748,10231-1,Shuttle Expedition,2011,673
10219,fig-009229,1,"Astronaut - White Torso and Legs, Gold Visor, Male, Smile",5,7748,10231-1,Shuttle Expedition,2011,673
10220,fig-009227,1,"Crew Member - Blue Torso, Blue Legs, Blue Cap",4,9519,10213-1,Shuttle Adventure,2010,673
10221,fig-009225,1,"Astronaut - White Torso and Legs, Gold Visor, Female",5,9519,10213-1,Shuttle Adventure,2010,673
10222,fig-009226,1,"Astronaut - White Torso and Legs, Gold Visor, Male",5,9519,10213-1,Shuttle Adventure,2010,673
10223,fig-002290,1,Henchman,4,15860,8634-1,Mission 5: Turbocar Chase,2008,302
10224,fig-002280,1,Agent Chase,4,15860,8634-1,Mission 5: Turbocar Chase,2008,302
10225,fig-002291,1,Spy Clops with Pearl Light Gray Legs,21,15860,8634-1,Mission 5: Turbocar Chase,2008,302
10226,fig-001655,1,"Cinderella - Bright Light Blue Dress, White Gloves",4,7752,10729-1,Cinderella's Carriage,2016,593
10227,fig-003495,1,"Prince Charming - Light Blue Shirt, Dark Red Trousers",4,7752,10729-1,Cinderella's Carriage,2016,593
10228,fig-001655,1,"Cinderella - Bright Light Blue Dress, White Gloves",4,20409,30551-1,Cinderella's Kitchen,2017,579
10229,fig-003495,1,"Prince Charming - Light Blue Shirt, Dark Red Trousers",4,13853,41055-1,Cinderella’s Romantic Castle,2014,579
10230,fig-003494,1,"Cinderella - Medium Blue Dress, Bright Light Blue Gloves, Hair Band",4,13853,41055-1,Cinderella’s Romantic Castle,2014,579
10231,fig-008125,1,"Man, Black Overalls, Red Cap (3626b Head)",4,7756,9702-1,Control System Building Set,1993,507
10232,fig-008575,1,"Woman, White Top with Red Necklace, Blue Legs, Black Hair (3626b Head)",4,7756,9702-1,Control System Building Set,1993,507
10233,fig-002366,1,"Andrea - Bright Pink Top, Tan Shorts",4,7758,41038-1,Jungle Rescue Base,2014,494
10234,fig-002367,1,"Stephanie - Lavender Blouse, Sand Green Skirt",4,7758,41038-1,Jungle Rescue Base,2014,494
10235,fig-001182,1,Zombie (CMF),3,7759,8683-5,Zombie,2010,536
10236,fig-001434,1,Jay in Jungle Robes (Tournament of Elements),4,13199,71215-1,Jay Fun Pack,2015,604
10237,fig-000264,1,Radio DJ Robot,4,7778,5002203-1,Radio DJ Robot,2014,578
10238,fig-008000,1,"Policeman, Black Vest with Badge and Pockets, Black Cap, Yellow Life Vest, Sunglasses",5,7782,6433-1,Coastwatch,1999,106
10239,fig-008001,1,"Policeman, Black Suit with Tie and Badge, Black Hair, Yellow Life Vest, Moustache",5,7782,6433-1,Coastwatch,1999,106
10240,fig-008002,1,"Policewoman, Black Jacket with Zipper and Badge, Black Cap, Yellow Life Vest",5,7782,6433-1,Coastwatch,1999,106
10241,fig-001469,1,Banshee,4,7792,71010-14,Banshee,2015,552
10242,fig-003855,1,"General Grievous, Printed, Tan",8,7793,8095-1,General Grievous' Starfighter,2010,158
10243,fig-003856,1,Nahdar Vebb,3,7793,8095-1,General Grievous' Starfighter,2010,158
10244,fig-003857,1,EV-A4-D,16,7793,8095-1,General Grievous' Starfighter,2010,158
10245,fig-000302,1,"Andrea - Bright Light Orange Top, Light Aqua Skirt, Magenta Party Hat",5,7797,41110-1,Birthday Party,2016,494
10246,fig-009041,1,"Pilot, Brown Jacket, Red Legs, Red Helmet with Stars and Visor, Blue Sunglasses",5,7814,6345-1,Aerial Acrobats,1993,67
10247,fig-009042,1,"Pilot, Green Jacket, Black Legs, Blue Helmet with Stars and Visor, Blue Sunglasses",5,7814,6345-1,Aerial Acrobats,1993,67
10248,fig-009043,1,"Woman, Blue and Light Gray Jogging Suit, Black Hair",4,7814,6345-1,Aerial Acrobats,1993,67
10249,fig-009044,1,"Man, Blue Torso, Red Legs, Red Cap (3626b Head)",4,7814,6345-1,Aerial Acrobats,1993,67
10250,fig-009045,1,"Man, Blue Jacket with Tie and Three Buttons, Black Legs, Black Hair (3626b Head)",4,7814,6345-1,Aerial Acrobats,1993,67
10251,fig-009046,1,"Woman, Red Halter Top, Blue Legs, Black Hair",4,7814,6345-1,Aerial Acrobats,1993,67
10252,fig-000597,1,Ursula (CMF),4,7819,71012-17,Ursula,2016,555
10253,fig-001154,2,Apollo Astronaut,6,7830,10029-1,Lunar Lander,2003,387
10254,fig-004698,1,"Man - Red Torso, Light Grey Legs",4,7832,710-3,Universal Building Set,1983,469
10255,fig-004699,1,"Woman - Red/White Striped Shirt, White Arms, Black Legs",4,7832,710-3,Universal Building Set,1983,469
10256,fig-008684,1,"Woman, Blue and White Jogging Suit, Red Hair",4,10719,1254-1,Shell Select Shop,1999,94
10257,fig-008682,1,"Woman, White Shirt with Shell Logo, Red Cap",4,10719,1254-1,Shell Select Shop,1999,94
10258,fig-008683,1,"Man, Open Black Jacket over Red Shirt, Light Gray Legs, Brown Hair",4,10719,1254-1,Shell Select Shop,1999,94
10259,fig-001087,100,"Woman, Blue Torso with White Arms, White Legs",3,7847,2000409-1,Window Exploration Bag,2010,507
10260,fig-001087,1,"Woman, Blue Torso with White Arms, White Legs",3,31700,4000004-1,Systematic Creativity Toolbox,2012,599
10261,fig-004577,1,"Knight (Crusader Lion) - Light Gray Legs, Plastic Cape",5,7848,6012-1,Siege Cart,1986,199
10262,fig-004578,1,Archer (Crusader Lion) - Light Gray Legs,5,7848,6012-1,Siege Cart,1986,199
10263,fig-000281,1,"Rebel Trooper / Rebel Fleet Trooper, White Pupils, Smile",5,11723,75011-1,Tantive IV & Planet Alderaan,2013,158
10264,fig-000267,1,"Emmet, Western Outfit",6,7851,5002204-1,Western Emmet,2014,578
10265,fig-000046,1,Surfer (CMF),4,9012,8684-15,Surfer,2010,537
10266,fig-011292,1,"Black Torso, Blue Legs, Black Hood",4,7861,6576-1,Sledge,1998,51
10267,fig-011293,1,"Red Torso, Red Legs, Red Hood, Snowshoes",4,7861,6576-1,Sledge,1998,51
10268,fig-000928,1,Snowboarder Guy,4,7866,8805-16,Snowboarder Guy,2011,540
10269,fig-001889,1,"Death Star Trooper, Brown Eyebrows",4,28101,9781338047431-1,Star Wars: Quest for the Kyber Saber,2016,497
10270,fig-001889,1,"Death Star Trooper, Brown Eyebrows",4,142851,9781780558936-1,Star Wars: Fun Time,2022,497
10271,fig-001939,1,"Luke Skywalker, White Robe, White Legs, No Cheek Lines",4,25520,75220-1,Sandcrawler,2018,158
10272,fig-003499,1,"Jawa, Dark Brown Shoulder Strap",4,25520,75220-1,Sandcrawler,2018,158
10273,fig-004161,1,"Jawa, Black Strap over Left Shoulder",4,25520,75220-1,Sandcrawler,2018,158
10274,fig-004163,1,R5-A2,4,25520,75220-1,Sandcrawler,2018,158
10275,fig-004164,1,"RA-7 Protocol Droid, Pearl Dark Gray",3,25520,75220-1,Sandcrawler,2018,158
10276,fig-004165,1,"2-1B Medical Droid, Tan Torso",4,25520,75220-1,Sandcrawler,2018,158
10277,fig-001939,1,"Luke Skywalker, White Robe, White Legs, No Cheek Lines",4,30938,911943-1,Luke Skywalker,2019,158
10278,fig-001939,1,"Luke Skywalker, White Robe, White Legs, No Cheek Lines",4,37032,75270-1,Obi-Wan's Hut,2020,158
10279,fig-003501,1,"Tusken Raider, Head Spikes, Shoulder Belt",3,37032,75270-1,Obi-Wan's Hut,2020,158
10280,fig-003502,1,"Obi-Wan Kenobi, Old, Tan Robes, Hair, White Pupils, White and Gray Beard",4,37032,75270-1,Obi-Wan's Hut,2020,158
10281,fig-003503,1,"R2-D2, Flat Silver Dome, Dark Blue Print with Dark Pink Dots",4,37032,75270-1,Obi-Wan's Hut,2020,158
10282,fig-001939,1,"Luke Skywalker, White Robe, White Legs, No Cheek Lines",4,134475,75341-1,Luke Skywalker's Landspeeder,2022,171
10283,fig-012591,1,C-3PO - Dual Molded Leg,3,134475,75341-1,Luke Skywalker's Landspeeder,2022,171
10284,fig-002515,1,"Darth Vader, White Skin, 19888 Cape, Green Square on Chest Panel",6,28708,75251-1,Darth Vader's Castle,2018,158
10285,fig-002521,2,"Royal Guard, Dark Red Hands, Red Cape",5,28708,75251-1,Darth Vader's Castle,2018,158
10286,fig-004437,1,Imperial Transport Pilot / Athex,4,28708,75251-1,Darth Vader's Castle,2018,158
10287,fig-004439,1,"Darth Vader, Bacta Tank Outfit",4,28708,75251-1,Darth Vader's Castle,2018,158
10288,fig-010479,1,"Mouse Droid (MSE-6-series Repair Droid), Clip on Top",6,28708,75251-1,Darth Vader's Castle,2018,158
10289,fig-002517,1,"Emperor Palpatine, Tan Skin (19888 Cape)",5,18483,75185-1,Tracker I,2017,158
10290,fig-004263,1,"Rowan, Tan Jacket",4,18483,75185-1,Tracker I,2017,158
10291,fig-004264,1,M-OC Hunter Droid,4,18483,75185-1,Tracker I,2017,158
10292,fig-010474,1,Imperial Probe Droid - With Stand,21,18483,75185-1,Tracker I,2017,158
10293,fig-002517,1,"Emperor Palpatine, Tan Skin (19888 Cape)",5,18578,75183-1,Darth Vader Transformation,2017,158
10294,fig-001783,1,"Darth Vader, Light Nougat Skin",6,18578,75183-1,Darth Vader Transformation,2017,158
10295,fig-004265,1,"Anakin Skywalker, Transformation, White Pupils",3,18578,75183-1,Darth Vader Transformation,2017,158
10296,fig-004266,1,Medical Droid,14,18578,75183-1,Darth Vader Transformation,2017,158
10297,fig-010472,1,FX-Series Medical Assistant Droid,22,18578,75183-1,Darth Vader Transformation,2017,158
10298,fig-010473,1,Prowler 1000 Exploration Droid,8,18578,75183-1,Darth Vader Transformation,2017,158
10299,fig-002520,1,"Imperial Gunner, Closed Mouth, Silver Imperial Logo",4,15266,75034-1,Death Star Troopers,2014,158
10300,fig-002681,2,"Royal Guard, Dark Red Hands, Red and Dark Red Cape",5,15266,75034-1,Death Star Troopers,2014,158
10301,fig-002682,1,"Imperial Gunner, Open Mouth",4,15266,75034-1,Death Star Troopers,2014,158
10302,fig-002521,2,"Royal Guard, Dark Red Hands, Red Cape",5,67075,75291-1,Death Star Final Duel,2020,158
10303,fig-002530,1,"Luke Skywalker, Final Duel Outfit",4,67075,75291-1,Death Star Final Duel,2020,158
10304,fig-010301,1,"Darth Vader, White Skin, 19888 Cape, Stripes on Legs",6,67075,75291-1,Death Star Final Duel,2020,158
10305,fig-010302,1,"Emperor Palpatine, Tan Skin, Open Hood (19888 Cape)",5,67075,75291-1,Death Star Final Duel,2020,158
10306,fig-002527,1,"Han Solo, Black Vest, Dark Blue Legs, Ruffled Hair",4,21602,75205-1,Mos Eisley Cantina,2018,158
10307,fig-004311,1,"Greedo, Sand Green Skin, Knee Strap",3,21602,75205-1,Mos Eisley Cantina,2018,158
10308,fig-004312,1,Wuher,4,21602,75205-1,Mos Eisley Cantina,2018,158
10309,fig-004314,1,"Sandtrooper Sergeant, White Pauldron, Neck Bracket",6,21602,75205-1,Mos Eisley Cantina,2018,158
10310,fig-002527,1,"Han Solo, Black Vest, Dark Blue Legs, Ruffled Hair",4,80075,75295-1,Millennium Falcon Microfighter,2021,158
10311,fig-002527,1,"Han Solo, Black Vest, Dark Blue Legs, Ruffled Hair",4,91631,75295-1,Millennium Falcon Microfighter,2021,158
10312,fig-002528,1,"Han Solo, Stormtrooper Disguise, White Pupils",4,19275,6211760-1,Detention Block Rescue,2017,158
10313,fig-002529,1,"Luke Skywalker, Stormtrooper Disguise, Printed Legs",4,19275,6211760-1,Detention Block Rescue,2017,158
10314,fig-002530,1,"Luke Skywalker, Final Duel Outfit",4,11702,75093-1,Death Star Final Duel,2015,158
10315,fig-002681,2,"Royal Guard, Dark Red Hands, Red and Dark Red Cape",5,11702,75093-1,Death Star Final Duel,2015,158
10316,fig-002683,1,"Darth Vader, White Skin, 50231 Cape, Robe Hem on Legs",6,11702,75093-1,Death Star Final Duel,2015,158
10317,fig-002684,1,"Emperor Palpatine, Tan Skin (50231 Cape)",5,11702,75093-1,Death Star Final Duel,2015,158
10318,fig-002530,1,"Luke Skywalker, Final Duel Outfit",4,87007,75302-1,Imperial Shuttle,2021,158
10319,fig-011126,1,"Darth Vader, White Skin, 50231 Cape, Robe Hem and Stripes on Legs, Plain Arms",6,87007,75302-1,Imperial Shuttle,2021,158
10320,fig-011127,1,Imperial Officer,4,87007,75302-1,Imperial Shuttle,2021,158
10321,fig-000121,1,"White Torso, Red Legs, Black Hair",4,7879,9707-1,Intelligent House Building Set,1996,507
10322,fig-000101,1,"Man, Blue Overalls over Shirt, Red Hard Hat, Orange Vest, Orange Sunglasses",5,7881,7687-1,City Advent Calendar 2009,2009,208
10323,fig-000211,1,"Waiter, Man, Black Suit and Bow Tie, Chef Hat",4,7881,7687-1,City Advent Calendar 2009,2009,208
10324,fig-000776,1,"Man, Plain Blue Torso with White Arms, Dark Blue Arms, Light Bluish Gray Helmet",4,7881,7687-1,City Advent Calendar 2009,2009,208
10325,fig-000777,1,"Boy, Plain Red Torso, Short Dark Blue Legs, Dark Orange Hair",4,7881,7687-1,City Advent Calendar 2009,2009,208
10326,fig-000807,1,"Construction Worker in Orange Jacket with Zipper and Reflective Stripes, Blue Cap, Gray Beard",4,7881,7687-1,City Advent Calendar 2009,2009,208
10327,fig-000808,1,"Postal Worker, Red Jacket with Zipper and Letter Logo, Black Legs, Red Cap, Beard",4,7881,7687-1,City Advent Calendar 2009,2009,208
10328,fig-000812,1,"Policeman, Black Jacket with Pocket and Badge, Black Cap, Moustache",4,7881,7687-1,City Advent Calendar 2009,2009,208
10329,fig-000813,1,"Man, Plain White Torso, Green Legs, Light Bluish Gray Helmet, Red Scarf",5,7881,7687-1,City Advent Calendar 2009,2009,208
10330,fig-001249,1,"Santa, Plain Red with Back Basket, Glasses",6,7881,7687-1,City Advent Calendar 2009,2009,208
10331,fig-006731,1,"Knight (Scale Mail on Red) - Red Arms, Blue Legs, Dark Gray Neck-Protector",4,7903,6018-1,Battle Dragon,1990,188
10332,fig-006739,1,"Knight (Scale Mail on Blue) - Black Arms, Red Legs",4,7903,6018-1,Battle Dragon,1990,188
10333,fig-000404,1,"Pirate - Blue Stripes, Black Legs, Black Tricorne",4,7904,1871-1,Pirates Cannon,1994,148
10334,fig-009562,1,"Woman, Red and White Letterman Jacket, Dark Bluish Gray Legs, Black Helmet with Visor",5,7909,60148-1,ATV Race Team,2017,63
10335,fig-009563,1,"Man, Open Light Bluish Gray Hoodie over Dark Red Shirt, Dark Blue Legs, Red Cap",4,7909,60148-1,ATV Race Team,2017,63
10336,fig-000873,1,Bilbo Baggins - Dark Red Coat,4,7915,COMCON033-1,Micro Scale Bag End,2013,562
10337,fig-000873,1,Bilbo Baggins - Dark Red Coat,4,8268,79004-1,Barrel Escape,2012,562
10338,fig-005903,1,Gloin the Dwarf,4,8268,79004-1,Barrel Escape,2012,562
10339,fig-005904,1,Mirkwood Elf Chief,4,8268,79004-1,Barrel Escape,2012,562
10340,fig-005905,1,Mirkwood Elf Guard,4,8268,79004-1,Barrel Escape,2012,562
10341,fig-005906,1,Oin the Dwarf,5,8268,79004-1,Barrel Escape,2012,562
10342,fig-000873,1,Bilbo Baggins - Dark Red Coat,4,8757,850682-1,Bilbo Baggins Magnet,2013,501
10343,fig-000873,1,Bilbo Baggins - Dark Red Coat,4,12519,79013-1,Lake-town Chase,2013,562
10344,fig-005918,1,Bard the Bowman,4,12519,79013-1,Lake-town Chase,2013,562
10345,fig-005919,1,Lake-town Guard,4,12519,79013-1,Lake-town Chase,2013,562
10346,fig-005920,1,Master of Lake-town,6,12519,79013-1,Lake-town Chase,2013,562
10347,fig-005921,1,Thorin Oakenshield - Lake-Town,4,12519,79013-1,Lake-town Chase,2013,562
10348,fig-000873,1,Bilbo Baggins - Dark Red Coat,4,14064,79000-1,Riddles for The Ring,2012,562
10349,fig-003420,1,Gollum,3,14064,79000-1,Riddles for The Ring,2012,562
10350,fig-000586,1,Syndrome (CMF),5,7916,71012-14,Syndrome,2016,555
10351,fig-010632,2,LEGOLAND Blue with Black Hat,4,7919,1601-1,Conveyance,1976,416
10352,fig-000950,1,Librarian,4,7922,71001-1,Librarian,2013,545
10353,fig-010104,1,"Dragon Knight, Archer, Dark Green, Wide Brim Helmet, Missing Tooth",5,7925,7187-1,Escape from Dragon's Prison,2011,196
10354,fig-010105,1,"Lion Knight, Helmet, Stubble and Scar",4,7925,7187-1,Escape from Dragon's Prison,2011,196
10355,fig-010106,1,"Lion Knight, Wide Brim Helmet, Soul-patch",4,7925,7187-1,Escape from Dragon's Prison,2011,196
10356,fig-010107,1,"Dragon Knight, Black, Armor, Helmet with Dark Green Plume, Goatee Beard",7,7925,7187-1,Escape from Dragon's Prison,2011,196
10357,fig-008854,1,"Waiter, Man, Black Suit and Bow Tie, Black Hair (3626b Head)",4,76067,9247-2,Community Workers,2006,533
10358,fig-009126,1,"Doctor, White Shirt with Star of Life Logo, Reddish Brown Hair",4,76067,9247-2,Community Workers,2006,533
10359,fig-009458,1,"Doctor - White Legs, Black Hair",4,76067,9247-2,Community Workers,2006,533
10360,fig-009459,1,"Medium Blue Torso, White Legs, Reddish Brown Hair",4,76067,9247-2,Community Workers,2006,533
10361,fig-009460,1,"Chef - White Torso, Black Legs",4,76067,9247-2,Community Workers,2006,533
10362,fig-009461,4,"Worker - Orange Torso, BLue Legs, Red Helmet",4,76067,9247-2,Community Workers,2006,533
10363,fig-009463,1,"Dark Blue Torso, White Legs, Black Hair",4,76067,9247-2,Community Workers,2006,533
10364,fig-010614,1,"Pilot - Black Torso, White Legs, Black Cap",4,76067,9247-2,Community Workers,2006,533
10365,fig-010615,1,"Pilot - Black Torso, White Legs, Black Hair",4,76067,9247-2,Community Workers,2006,533
10366,fig-010616,3,"Fire Fighter - Black Torso, Light Bluish grey Legs, White Helmet",4,76067,9247-2,Community Workers,2006,533
10367,fig-010698,1,"Doctor - White Torso, Stethoscope, White Legs, Reddish Brown Hair",4,76067,9247-2,Community Workers,2006,533
10368,fig-010699,1,"Fire Fighter - Black Torso, Light Bluish grey Legs, Silver Helmet",4,76067,9247-2,Community Workers,2006,533
10369,fig-010700,1,"Octan - Blue Torso, Red Legs, Red Cap",4,76067,9247-2,Community Workers,2006,533
